atom_id,atom_kind,bucket,source_ref,Core1_disposition,Core1_locator,Core1_reason,Core2_disposition,Core2_locator,Core2_reason,Core1A_disposition,Core1A_locator,Core1A_reason,Core1B_disposition,Core1B_locator,Core1B_reason,Core2A_disposition,Core2A_locator,Core2A_reason,Core2B_disposition,Core2B_locator,Core2B_reason,required_core_count,realized_core_count
SRC-Q08-FULL,source_question_full,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-D01,source_datum_or_condition,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-D02,source_datum_or_condition,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-D03,source_datum_or_condition,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-D04,source_datum_or_condition,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-D05,source_datum_or_condition,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-SP01,source_subpart,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-SP02,source_subpart,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q08-SP03,source_subpart,B07,Q08,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q08,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-FULL,source_question_full,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D01,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D02,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D03,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D04,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D05,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D06,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-D07,source_datum_or_condition,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-SP01,source_subpart,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-SP02,source_subpart,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q09-SP03,source_subpart,B08,Q09,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q09,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-FULL,source_question_full,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-D01,source_datum_or_condition,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-D02,source_datum_or_condition,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-D03,source_datum_or_condition,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-D04,source_datum_or_condition,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-SP01,source_subpart,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-SP02,source_subpart,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q10-SP03,source_subpart,B08,Q10,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q10,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-FULL,source_question_full,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-D01,source_datum_or_condition,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-D02,source_datum_or_condition,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-D03,source_datum_or_condition,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-D04,source_datum_or_condition,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-D05,source_datum_or_condition,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-SP01,source_subpart,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-SP02,source_subpart,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q11-SP03,source_subpart,B05,Q11,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q11,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-FULL,source_question_full,B08,Q12,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q12,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-D01,source_datum_or_condition,B08,Q12,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q12,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-D02,source_datum_or_condition,B08,Q12,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q12,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-D03,source_datum_or_condition,B08,Q12,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q12,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-D04,source_datum_or_condition,B08,Q12,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q12,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-SP01,source_subpart,B08,Q12,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q12,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q12-QC01,source_quality_status,B08,Q12,REFERENCE,Core1.md#b08-boatcurrent-and-rainobserver-model-transfer-ambiguity,ambiguity reference,APPLICATION,Core2.md#q12-answer,Q12 underdetermination closure,FULL_TEACHING,Core1A.md#b08-boatcurrent-and-rainobserver-model-transfer-ambiguity,ambiguity teaching,TRANSFER,Core1B.md#b08-boatcurrent-and-rainobserver-model-transfer-ambiguity,ambiguity transfer,REFERENCE,Core2A.md#2a-q12,well-posedness contrast,NOT_REQUIRED_WITH_REASON,,frozen defect held in Core2/teaching,5,5
